Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.4,43.67,TORONTO CITY,6158355,2024/1/17,2024,1,17,,-7.4,,-14.2,,-10.8,,28.8,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/1/18,2024,1,18,,-2.8,,-7.6,,-5.2,,23.2,,0,,,,,,0,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/1/19,2024,1,19,,-4.9,,-13.8,,-9.4,,27.4,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/1/20,2024,1,20,,-7,,-14.1,,-10.5,,28.5,,0,,,,,,0,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/1/21,2024,1,21,,-1.4,,-10.7,,-6,,24,,0,,,,,,0,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/1/22,2024,1,22,,-0.2,,-5.8,,-3,,21,,0,,,,,,0.7,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/1/23,2024,1,23,,2.4,,-0.3,,1.1,,16.9,,0,,,,,,8.1,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/1/24,2024,1,24,,3,,0.9,,1.9,,16.1,,0,,,,,,7.2,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/1/25,2024,1,25,,4.1,,2,,3,,15,,0,,,,,,0,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/1/26,2024,1,26,,6.1,,2.1,,4.1,,13.9,,0,,,,,,17.6,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/1/27,2024,1,27,,4,,1.6,,2.8,,15.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/1/28,2024,1,28,,3.7,,1.7,,2.7,,15.3,,0,,,,,,0.2,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/1/29,2024,1,29,,3.6,,0.1,,1.8,,16.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/1/30,2024,1,30,,3.2,,0.7,,2,,16,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/1/31,2024,1,31,,5.6,,2.4,,4,,14,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/1,2024,2,1,,5.2,,3,,4.1,,13.9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/2,2024,2,2,,4.8,,-1.4,,1.7,,16.3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/3,2024,2,3,,3,,-2.7,,0.2,,17.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/4,2024,2,4,,5.1,,-4,,0.5,,17.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/5,2024,2,5,,3.1,,-0.5,,1.3,,16.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/6,2024,2,6,,4,,-1.2,,1.4,,16.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/7,2024,2,7,,4.3,,0.7,,2.5,,15.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/8,2024,2,8,,8.6,,1.3,,5,,13,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/9,2024,2,9,,15.4,,6.5,,11,,7,,0,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/10,2024,2,10,,11.4,,3.8,,7.6,,10.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/11,2024,2,11,,3.9,,1.9,,2.9,,15.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/12,2024,2,12,,3.9,,-0.3,,1.8,,16.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/13,2024,2,13,,4.9,,-5.3,,-0.2,,18.2,,0,,,,,,0.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/14,2024,2,14,,0.2,,-6.9,,-3.4,,21.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/15,2024,2,15,,1.2,,-3.7,,-1.2,,19.2,,0,,,,,,6.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/16,2024,2,16,,0.6,,-3.5,,-1.4,,19.4,,0,,,,,,0,,8,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/17,2024,2,17,,-2.4,,-6.9,,-4.7,,22.7,,0,,,,,,0.1,,5,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/18,2024,2,18,,0.9,,-5.6,,-2.4,,20.4,,0,,,,,,0.1,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/19,2024,2,19,,-1.1,,-9,,-5.1,,23.1,,0,,,,,,0,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/20,2024,2,20,,3.7,,-4.5,,-0.4,,18.4,,0,,,,,,0,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/21,2024,2,21,,9.7,,0.9,,5.3,,12.7,,0,,,,,,0,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/22,2024,2,22,,10.7,,4.5,,7.6,,10.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/23,2024,2,23,,11,,-7.2,,1.9,,16.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/24,2024,2,24,,-3.8,,-11.9,,-7.8,,25.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/25,2024,2,25,,5.9,,-4.4,,0.8,,17.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/26,2024,2,26,,8.9,,1.6,,5.2,,12.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/27,2024,2,27,,13,,3.4,,8.2,,9.8,,0,,,,,,17.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/28,2024,2,28,,15.2,,-4.6,,5.3,,12.7,,0,,,,,,7.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/2/29,2024,2,29,,-1.1,,-5.9,,-3.5,,21.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/1,2024,3,1,,8.5,,-2.9,,2.8,,15.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/2,2024,3,2,,7,,5.3,,6.1,,11.9,,0,,,,,,0.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/3,2024,3,3,,7.6,,5.3,,6.4,,11.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/4,2024,3,4,,14.2,,5.1,,9.6,,8.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/5,2024,3,5,,16.2,,7.8,,12,,6,,0,,,,,,1.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/6,2024,3,6,,9.1,,4.1,,6.6,,11.4,,0,,,,,,0.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/7,2024,3,7,,10.2,,2.6,,6.4,,11.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/8,2024,3,8,,8.4,,3.8,,6.1,,11.9,,0,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/9,2024,3,9,,8.6,,4.4,,6.5,,11.5,,0,,,,,,13.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/10,2024,3,10,,4.7,,-1.2,,1.7,,16.3,,0,,,,,,0.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/11,2024,3,11,,8.4,,-0.8,,3.8,,14.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/12,2024,3,12,,14,,2.6,,8.3,,9.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/13,2024,3,13,,21.1,,5.9,,13.5,,4.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/14,2024,3,14,,10.6,,6.4,,8.5,,9.5,,0,,,,,,17.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/15,2024,3,15,,11.8,,2.2,,7,,11,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/16,2024,3,16,,9.2,,1.3,,5.2,,12.8,,0,,,,,,1.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/17,2024,3,17,,7.3,,-0.2,,3.6,,14.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/18,2024,3,18,,3.1,,-1.3,,0.9,,17.1,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/19,2024,3,19,,2.1,,-0.9,,0.6,,17.4,,0,,,,,,2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/20,2024,3,20,,2.5,,-4.3,,-0.9,,18.9,,0,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/21,2024,3,21,,0.1,,-5.6,,-2.8,,20.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/22,2024,3,22,,-2.2,,-5.6,,-3.9,,21.9,,0,,,,,,9.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/23,2024,3,23,,2.9,,-6.6,,-1.9,,19.9,,0,,,,,,0.1,,10,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/24,2024,3,24,,0.5,,-5.4,,-2.4,,20.4,,0,,,,,,0,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/25,2024,3,25,,7.7,,0.2,,4,,14,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/26,2024,3,26,,9,,6.2,,7.6,,10.4,,0,,,,,,4.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/27,2024,3,27,,10.7,,3.6,,7.2,,10.8,,0,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/28,2024,3,28,,8.8,,1.7,,5.3,,12.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/29,2024,3,29,,8.3,,0.5,,4.4,,13.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/30,2024,3,30,,7.5,,-0.9,,3.3,,14.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/3/31,2024,3,31,,8.6,,2,,5.3,,12.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/1,2024,4,1,,11.8,,3.1,,7.4,,10.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/2,2024,4,2,,7.8,,5.2,,6.5,,11.5,,0,,,,,,7.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/3,2024,4,3,,6.1,,1.4,,3.7,,14.3,,0,,,,,,56.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/4,2024,4,4,,3.7,,1.2,,2.5,,15.5,,0,,,,,,2.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/5,2024,4,5,,6.9,,1.2,,4.1,,13.9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/6,2024,4,6,,13.3,,4.1,,8.7,,9.3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/7,2024,4,7,,14.4,,5.5,,10,,8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/8,2024,4,8,,12.4,,6.8,,9.6,,8.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/9,2024,4,9,,17.4,,5.9,,11.7,,6.3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/10,2024,4,10,,18.3,,10.5,,14.4,,3.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/11,2024,4,11,,14.4,,8,,11.2,,6.8,,0,,,,,,26.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/12,2024,4,12,,13.2,,5.1,,9.2,,8.8,,0,,,,,,13.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/13,2024,4,13,,12.3,,4.4,,8.3,,9.7,,0,,,,,,1.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/14,2024,4,14,,15.6,,7.1,,11.4,,6.6,,0,,,,,,6.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/15,2024,4,15,,17.7,,6.8,,12.3,,5.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/16,2024,4,16,,15.9,,7.4,,11.6,,6.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/17,2024,4,17,,11,,5.1,,8,,10,,0,,,,,,18,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/18,2024,4,18,,14.1,,7.1,,10.6,,7.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/19,2024,4,19,,15.7,,6.7,,11.2,,6.8,,0,,,,,,1.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/20,2024,4,20,,9.5,,4,,6.8,,11.2,,0,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/21,2024,4,21,,10.7,,4.4,,7.6,,10.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/22,2024,4,22,,12.5,,1.6,,7.1,,10.9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/23,2024,4,23,,15.2,,8,,11.6,,6.4,,0,,,,,,1.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/24,2024,4,24,,10.6,,2.9,,6.7,,11.3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/25,2024,4,25,,7.9,,1.2,,4.5,,13.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/26,2024,4,26,,11.7,,3.6,,7.6,,10.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/27,2024,4,27,,15.1,,7.8,,11.4,,6.6,,0,,,,,,3.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/28,2024,4,28,,19.9,,13.1,,16.5,,1.5,,0,,,,,,3.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/29,2024,4,29,,14.3,,8.3,,11.3,,6.7,,0,,,,,,8.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/4/30,2024,4,30,,15.9,,9,,12.4,,5.6,,0,,,,,,1.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/1,2024,5,1,,16.6,,8.4,,12.5,,5.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/2,2024,5,2,,20.1,,11,,15.6,,2.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/3,2024,5,3,,16.1,,11.7,,13.9,,4.1,,0,,,,,,2.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/4,2024,5,4,,19.4,,13.6,,16.5,,1.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/5,2024,5,5,,19.1,,10.5,,14.8,,3.2,,0,,,,,,2.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/6,2024,5,6,,20.4,,9.4,,14.9,,3.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/7,2024,5,7,,20,,8.7,,14.3,,3.7,,0,,,,,,6.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/8,2024,5,8,,21.6,,10.6,,16.1,,1.9,,0,,,,,,1.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/9,2024,5,9,,16.6,,9.3,,12.9,,5.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/10,2024,5,10,,17.2,,11.3,,14.3,,3.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/11,2024,5,11,,14.9,,9.9,,12.4,,5.6,,0,,,,,,1.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/12,2024,5,12,,17.7,,10.3,,14,,4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/13,2024,5,13,,21.9,,11.2,,16.6,,1.4,,0,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/14,2024,5,14,,21.9,,14,,17.9,,0.1,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/15,2024,5,15,,20.6,,13.7,,17.2,,0.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/16,2024,5,16,,20.7,,13.8,,17.2,,0.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/17,2024,5,17,,19.6,,15.5,,17.5,,0.5,,0,,,,,,3.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/18,2024,5,18,,20.7,,14.8,,17.8,,0.2,,0,,,,,,0.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/19,2024,5,19,,24.1,,13.1,,18.6,,0,,0.6,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/20,2024,5,20,,27.6,,15,,21.3,,0,,3.3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/21,2024,5,21,,29.8,,18.9,,24.3,,0,,6.3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/22,2024,5,22,,28.2,,18.2,,23.2,,0,,5.2,,,,,,0.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/23,2024,5,23,,25.8,,16.3,,21,,0,,3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/24,2024,5,24,,27.3,,14.5,,20.9,,0,,2.9,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/25,2024,5,25,,19.5,,12.9,,16.2,,1.8,,0,,,,,,7.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/26,2024,5,26,,21.8,,12.9,,17.3,,0.7,,0,,,,,,3.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/27,2024,5,27,,24.7,,14.9,,19.8,,0,,1.8,,,,,,28.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/28,2024,5,28,,19.8,,14.1,,16.9,,1.1,,0,,,,,,2.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/29,2024,5,29,,21,,12.7,,16.9,,1.1,,0,,,,,,0.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/30,2024,5,30,,20.3,,9.7,,15,,3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/5/31,2024,5,31,,22.7,,9.2,,16,,2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/6/1,2024,6,1,,24.3,,11.8,,18.1,,0,,0.1,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/6/2,2024,6,2,,17.9,,15.1,,16.5,,1.5,,0,,,,,,3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/6/3,2024,6,3,,23.2,,15.9,,19.5,,0,,1.5,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/6/4,2024,6,4,,27,,16.1,,21.6,,0,,3.6,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/6/5,2024,6,5,,25.9,,18.8,,22.4,,0,,4.4,,,,,,1.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/6/6,2024,6,6,,26.7,,17.1,,21.9,,0,,3.9,,,,,,1.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/6/7,2024,6,7,,20.1,,13.7,,16.9,,1.1,,0,,,,,,6.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/6/8,2024,6,8,,22.1,,12.8,,17.4,,0.6,,0,,,,,,3.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/6/9,2024,6,9,,18.9,,12.1,,15.5,,2.5,,0,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/6/10,2024,6,10,,17.2,,12.1,,14.7,,3.3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/6/11,2024,6,11,,17.3,,11.3,,14.3,,3.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/6/12,2024,6,12,,22.4,,11.9,,17.1,,0.9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/6/13,2024,6,13,,28.2,,16.5,,22.3,,0,,4.3,,,,,,1.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/6/14,2024,6,14,,24.6,,15.4,,20,,0,,2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/6/15,2024,6,15,,22.9,,14,,18.4,,0,,0.4,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/6/16,2024,6,16,,21.6,,14.4,,18,,0,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/6/17,2024,6,17,,28.6,,16,,22.3,,0,,4.3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/6/18,2024,6,18,,31.7,,20.9,,26.3,,0,,8.3,,,,,,10,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/6/19,2024,6,19,,33.1,,22.7,,27.9,,0,,9.9,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/6/20,2024,6,20,,30.5,,21.3,,25.9,,0,,7.9,,,,,,25.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/6/21,2024,6,21,,24.7,,20,,22.4,,0,,4.4,,,,,,2.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/6/22,2024,6,22,,22.8,,20.2,,21.5,,0,,3.5,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/6/23,2024,6,23,,28.1,,18.7,,23.4,,0,,5.4,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/6/24,2024,6,24,,29.3,,17.7,,23.5,,0,,5.5,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024/6/25,2024,6,25,,26,,17.6,,21.8,,0,,3.8,,,,,,0,,,,,M,,M
