Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.4,43.67,TORONTO CITY,6158355,2022/1/28,2022,1,28,,-3.2,,-16.2,,-9.7,,27.7,,0,,,,,,0,,21,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/1/29,2022,1,29,,-9.8,,-18.6,,-14.2,,32.2,,0,,,,,,0,,21,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/1/30,2022,1,30,,-4.2,,-12.3,,-8.2,,26.2,,0,,,,,,0,,21,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/1/31,2022,1,31,,-0.7,,-5.7,,-3.2,,21.2,,0,,,,,,0,,20,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/2/1,2022,2,1,,5.3,,-2.4,,1.4,,16.6,,0,,,,,,0,,20,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/2/2,2022,2,2,,4.8,,-2.6,,1.1,,16.9,,0,,,,,,12.6,,18,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/2/3,2022,2,3,,-2.1,,-9.6,,-5.9,,23.9,,0,,,,,,3.5,,19,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/2/4,2022,2,4,,-8.5,,-12.1,,-10.3,,28.3,,0,,,,,,0.7,,21,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/2/5,2022,2,5,,-6.3,,-13.8,,-10,,28,,0,,,,,,0,,21,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/2/6,2022,2,6,,0.2,,-6.3,,-3.1,,21.1,,0,,,,,,0,,21,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/2/7,2022,2,7,,3.3,,-1,,1.1,,16.9,,0,,,,,,0,,20,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/2/8,2022,2,8,,1,,-3.9,,-1.5,,19.5,,0,,,,,,0,,19,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/2/9,2022,2,9,,5.4,,-2.7,,1.4,,16.6,,0,,,,,,0,,18,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/2/10,2022,2,10,,3.6,,0.3,,1.9,,16.1,,0,,,,,,0,,17,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/2/11,2022,2,11,,4.1,,-0.1,,2,,16,,0,,,,,,3.5,,17,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/2/12,2022,2,12,,3.2,,-12.7,,-4.7,,22.7,,0,,,,,,0.6,,14,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/2/13,2022,2,13,,-8.3,,-15.6,,-12,,30,,0,,,,,,0,,14,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/2/14,2022,2,14,,-8.9,,-15.3,,-12.1,,30.1,,0,,,,,,0,,14,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/2/15,2022,2,15,,-2.5,,-9.6,,-6,,24,,0,,,,,,0,,14,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/2/16,2022,2,16,,8.9,,-2.9,,3,,15,,0,,,,,,0.2,,14,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/2/17,2022,2,17,,8,,-4.3,,1.9,,16.1,,0,,,,,,35.8,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/2/18,2022,2,18,,-2.9,,-10.3,,-6.6,,24.6,,0,,,,,,2.3,,17,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/2/19,2022,2,19,,-1.3,,-9.1,,-5.2,,23.2,,0,,,,,,1.5,,16,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/2/20,2022,2,20,,7.5,,-8.1,,-0.3,,18.3,,0,,,,,,0,,13,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/2/21,2022,2,21,,6.7,,0,,3.4,,14.6,,0,,,,,,0,,10,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/2/22,2022,2,22,,9,,-0.1,,4.4,,13.6,,0,,,,,,9.4,,6,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/2/23,2022,2,23,,9.4,,-9.4,,0,,18,,0,,,,,,0,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/2/24,2022,2,24,,-5.4,,-10.6,,-8,,26,,0,,,,,,0,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/2/25,2022,2,25,,-4.9,,-9.9,,-7.4,,25.4,,0,,,,,,4,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/2/26,2022,2,26,,-1.4,,-10.5,,-6,,24,,0,,,,,,0,,6,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/2/27,2022,2,27,,1.5,,-7.2,,-2.8,,20.8,,0,,,,,,0,,6,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/2/28,2022,2,28,,-2.7,,-11.1,,-6.9,,24.9,,0,,,,,,0,,5,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/1,2022,3,1,,6,,-2.7,,1.7,,16.3,,0,,,,,,0,,6,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/2,2022,3,2,,3.8,,-4,,-0.1,,18.1,,0,,,,,,0.5,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/3,2022,3,3,,-4,,-9.1,,-6.5,,24.5,,0,,,,,,0,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/4,2022,3,4,,1.8,,-8.4,,-3.3,,21.3,,0,,,,,,0,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/5,2022,3,5,,3.7,,-1.8,,1,,17,,0,,,,,,0,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/6,2022,3,6,,17.3,,3.2,,10.2,,7.8,,0,,,,,,1.9,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/7,2022,3,7,,4.2,,-0.5,,1.8,,16.2,,0,,,,,,5.4,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/8,2022,3,8,,3.7,,-2,,0.9,,17.1,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/9,2022,3,9,,4.4,,-0.2,,2.1,,15.9,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/10,2022,3,10,,3.9,,-1.2,,1.4,,16.6,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/11,2022,3,11,,0.4,,-2.5,,-1,,19,,0,,,,,,4.1,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/12,2022,3,12,,-1.8,,-7.9,,-4.8,,22.8,,0,,,,,,0.2,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/13,2022,3,13,,0.8,,-8.9,,-4,,22,,0,,,,,,0.4,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/14,2022,3,14,,7,,-2.4,,2.3,,15.7,,0,,,,,,0,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/15,2022,3,15,,3,,0.9,,2,,16,,0,,,,,,10.8,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/16,2022,3,16,,3.5,,0.2,,1.9,,16.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/17,2022,3,17,,16.1,,0.8,,8.5,,9.5,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/18,2022,3,18,,15.8,,8.6,,12.2,,5.8,,0,,,,,,0.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/19,2022,3,19,,8.8,,4.6,,6.7,,11.3,,0,,,,,,6.3,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/20,2022,3,20,,12.3,,3,,7.6,,10.4,,0,,,,,,0.7,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/21,2022,3,21,,14.5,,1.8,,8.2,,9.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/22,2022,3,22,,5.2,,0.4,,2.8,,15.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/23,2022,3,23,,3.8,,1.4,,2.6,,15.4,,0,,,,,,19.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/24,2022,3,24,,10.8,,3.5,,7.2,,10.8,,0,,,,,,0,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/25,2022,3,25,,6.7,,3.7,,5.2,,12.8,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/26,2022,3,26,,7.9,,0,,3.9,,14.1,,0,,,,,,1.7,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/27,2022,3,27,,0,,-7.3,,-3.7,,21.7,,0,,,,,,1,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/28,2022,3,28,,-4.7,,-10.1,,-7.4,,25.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/29,2022,3,29,,2.7,,-6.8,,-2.1,,20.1,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/30,2022,3,30,,5.7,,-1.9,,1.9,,16.1,,0,,,,,,3,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/3/31,2022,3,31,,16.5,,4.4,,10.4,,7.6,,0,,,,,,0.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/1,2022,4,1,,4.4,,-0.5,,1.9,,16.1,,0,,,,,,1.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/2,2022,4,2,,5.8,,-1.2,,2.3,,15.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/3,2022,4,3,,7.6,,1.3,,4.4,,13.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/4,2022,4,4,,7.8,,-0.1,,3.9,,14.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/5,2022,4,5,,11.4,,3.7,,7.5,,10.5,,0,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/6,2022,4,6,,11.2,,7.4,,9.3,,8.7,,0,,,,,,5.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/7,2022,4,7,,13.1,,6.1,,9.6,,8.4,,0,,,,,,1.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/8,2022,4,8,,9.9,,3.5,,6.7,,11.3,,0,,,,,,1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/9,2022,4,9,,8.5,,2.3,,5.4,,12.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/10,2022,4,10,,9.3,,1.9,,5.6,,12.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/11,2022,4,11,,10.8,,3.4,,7.1,,10.9,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/12,2022,4,12,,15.7,,7.1,,11.4,,6.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/13,2022,4,13,,16.5,,9.2,,12.9,,5.1,,0,,,,,,3.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/14,2022,4,14,,14.6,,7.9,,11.2,,6.8,,0,,,,,,0.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/15,2022,4,15,,14,,4,,9,,9,,0,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/16,2022,4,16,,7.7,,0.7,,4.2,,13.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/17,2022,4,17,,8.9,,-0.3,,4.3,,13.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/18,2022,4,18,,5.9,,0.6,,3.3,,14.7,,0,,,,,,13.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/19,2022,4,19,,7.1,,2.2,,4.7,,13.3,,0,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/20,2022,4,20,,10.3,,2.5,,6.4,,11.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/21,2022,4,21,,16,,5.5,,10.8,,7.2,,0,,,,,,4.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/22,2022,4,22,,11.7,,4.6,,8.2,,9.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/23,2022,4,23,,9.7,,6.6,,8.1,,9.9,,0,,,,,,0.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/24,2022,4,24,,14.7,,7.6,,11.1,,6.9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/25,2022,4,25,,19.2,,10.3,,14.8,,3.2,,0,,,,,,8.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/26,2022,4,26,,11.9,,2.4,,7.2,,10.8,,0,,,,,,2.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/27,2022,4,27,,5.2,,0.4,,2.8,,15.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/28,2022,4,28,,10.8,,-0.5,,5.2,,12.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/29,2022,4,29,,12.3,,1.8,,7.1,,10.9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/4/30,2022,4,30,,13.1,,6.6,,9.9,,8.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/1,2022,5,1,,11.2,,6.9,,9.1,,8.9,,0,,,,,,1.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/2,2022,5,2,,13.6,,8.5,,11,,7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/3,2022,5,3,,13.1,,8.8,,10.9,,7.1,,0,,,,,,12.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/4,2022,5,4,,16.8,,9.6,,13.2,,4.8,,0,,,,,,4.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/5,2022,5,5,,14.7,,8,,11.3,,6.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/6,2022,5,6,,15.7,,9.8,,12.8,,5.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/7,2022,5,7,,13.1,,7.9,,10.5,,7.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/8,2022,5,8,,16.1,,8.6,,12.4,,5.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/9,2022,5,9,,19.6,,10.2,,14.9,,3.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/10,2022,5,10,,20.5,,11.5,,16,,2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/11,2022,5,11,,23.3,,13,,18.2,,0,,0.2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/12,2022,5,12,,24.1,,14.3,,19.2,,0,,1.2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/13,2022,5,13,,26.9,,14.2,,20.6,,0,,2.6,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/14,2022,5,14,,27,,16.6,,21.8,,0,,3.8,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/15,2022,5,15,,29.1,,15.5,,22.3,,0,,4.3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/16,2022,5,16,,20.7,,12.2,,16.5,,1.5,,0,,,,,,3.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/17,2022,5,17,,17.5,,8.1,,12.8,,5.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/18,2022,5,18,,14.6,,7.2,,10.9,,7.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/19,2022,5,19,,20,,9.4,,14.7,,3.3,,0,,,,,,1.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/20,2022,5,20,,23.5,,11.6,,17.6,,0.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/21,2022,5,21,,27.4,,16.6,,22,,0,,4,,,,,,1.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/22,2022,5,22,,18.3,,9.2,,13.8,,4.2,,0,,,,,,0.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/23,2022,5,23,,16.2,,8,,12.1,,5.9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/24,2022,5,24,,18.8,,8.7,,13.8,,4.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/25,2022,5,25,,19.1,,11.7,,15.4,,2.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/26,2022,5,26,,26,,14.2,,20.1,,0,,2.1,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/27,2022,5,27,,22.2,,16.2,,19.2,,0,,1.2,,,,,,3.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/28,2022,5,28,,22.4,,13.8,,18.1,,0,,0.1,,,,,,0.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/29,2022,5,29,,24.4,,15.5,,19.9,,0,,1.9,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/30,2022,5,30,,29.7,,16.8,,23.2,,0,,5.2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/5/31,2022,5,31,,32.2,,19.3,,25.7,,0,,7.7,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/6/1,2022,6,1,,25.7,,14.4,,20.1,,0,,2.1,,,,,,4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/6/2,2022,6,2,,21.1,,11.9,,16.5,,1.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/6/3,2022,6,3,,23.3,,10.8,,17.1,,0.9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/6/4,2022,6,4,,21.6,,9.1,,15.4,,2.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/6/5,2022,6,5,,23.7,,11.5,,17.6,,0.4,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/6/6,2022,6,6,,19.9,,13.8,,16.8,,1.2,,0,,,,,,7.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/6/7,2022,6,7,,21,,13,,17,,1,,0,,,,,,31.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/6/8,2022,6,8,,22.3,,12.2,,17.3,,0.7,,0,,,,,,2.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/6/9,2022,6,9,,22.3,,13.9,,18.1,,0,,0.1,,,,,,5.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/6/10,2022,6,10,,23.9,,12.8,,18.3,,0,,0.3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/6/11,2022,6,11,,23.6,,15.4,,19.5,,0,,1.5,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/6/12,2022,6,12,,23.8,,15,,19.4,,0,,1.4,,,,,,2.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/6/13,2022,6,13,,21.3,,12.5,,16.9,,1.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/6/14,2022,6,14,,24.3,,17.4,,20.8,,0,,2.8,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/6/15,2022,6,15,,25.4,,17.9,,21.6,,0,,3.6,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/6/16,2022,6,16,,32.5,,19,,25.7,,0,,7.7,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/6/17,2022,6,17,,27.4,,13.7,,20.6,,0,,2.6,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/6/18,2022,6,18,,19.7,,11.4,,15.5,,2.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/6/19,2022,6,19,,22.9,,10.3,,16.6,,1.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/6/20,2022,6,20,,23.2,,15,,19.1,,0,,1.1,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/6/21,2022,6,21,,29.4,,17.7,,23.6,,0,,5.6,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/6/22,2022,6,22,,35.8,,18.7,,27.2,,0,,9.2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/6/23,2022,6,23,,28.3,,16.8,,22.5,,0,,4.5,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/6/24,2022,6,24,,28,,15.1,,21.5,,0,,3.5,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2022/6/25,2022,6,25,,29.6,,18.4,,24,,0,,6,,,,,,0,,,,,M,,M
