Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.4,43.67,TORONTO CITY,6158355,2025/1/12,2025,1,12,,2.4,,-1.7,,0.3,,17.7,,0,,,,,,0.4,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/1/13,2025,1,13,,2.1,,-6.7,,-2.3,,20.3,,0,,,,,,0.2,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/1/14,2025,1,14,,-4.5,,-7.4,,-5.9,,23.9,,0,,,,,,0,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/1/15,2025,1,15,,-2.7,,-8.6,,-5.7,,23.7,,0,,,,,,0,,5,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/1/16,2025,1,16,,-1.1,,-6.3,,-3.7,,21.7,,0,,,,,,1.1,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/1/17,2025,1,17,,3.4,,-1.3,,1.1,,16.9,,0,,,,,,0.4,,6,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/1/18,2025,1,18,,4.6,,-4.9,,-0.2,,18.2,,0,,,,,,3.3,,5,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/1/19,2025,1,19,,-4.8,,-9.8,,-7.3,,25.3,,0,,,,,,0.2,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/1/20,2025,1,20,,-8.3,,-12.8,,-10.5,,28.5,,0,,,,,,0,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/1/21,2025,1,21,,-9.8,,-15,,-12.4,,30.4,,0,,,,,,0,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/1/22,2025,1,22,,-7.6,,-16.1,,-11.8,,29.8,,0,,,,,,0.3,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/1/23,2025,1,23,,-3.2,,-7.7,,-5.4,,23.4,,0,,,,,,0,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/1/24,2025,1,24,,-3.7,,-8.5,,-6.1,,24.1,,0,,,,,,0,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/1/25,2025,1,25,,-0.2,,-7.2,,-3.7,,21.7,,0,,,,,,0,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/1/26,2025,1,26,,0.8,,-4.4,,-1.8,,19.8,,0,,,,,,0.1,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/1/27,2025,1,27,,2.4,,-4.5,,-1.1,,19.1,,0,,,,,,0.1,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/1/28,2025,1,28,,2.1,,-10.6,,-4.2,,22.2,,0,,,,,,6,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/1/29,2025,1,29,,2.8,,-8.3,,-2.8,,20.8,,0,,,,,,0.2,,10,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/1/30,2025,1,30,,1.4,,-8.7,,-3.6,,21.6,,0,,,,,,0,,9,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/1/31,2025,1,31,,2.7,,-8,,-2.6,,20.6,,0,,,,,,0,,8,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/2/1,2025,2,1,,-8,,-12.5,,-10.2,,28.2,,0,,,,,,0,,6,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/2/2,2025,2,2,,-2,,-9.7,,-5.8,,23.8,,0,,,,,,1.1,,6,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/2/3,2025,2,3,,2.7,,-3.3,,-0.3,,18.3,,0,,,,,,2.6,,7,,,M,,M
