Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.4,43.67,TORONTO CITY,6158355,2021/2/28,2021,2,28,,7.3,,0.8,,4.1,,13.9,,0,,,,,,1.3,,6,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/1,2021,3,1,,6.5,,-9.6,,-1.5,,19.5,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/2,2021,3,2,,1,,-12.8,,-5.9,,23.9,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/3,2021,3,3,,8,,-0.7,,3.6,,14.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/4,2021,3,4,,1.8,,-7,,-2.6,,20.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/5,2021,3,5,,1.7,,-8.8,,-3.6,,21.6,,0,,,,,,0,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/6,2021,3,6,,-0.9,,-6.6,,-3.8,,21.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/7,2021,3,7,,0,,-7.8,,-3.9,,21.9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/8,2021,3,8,,9.4,,-6.4,,1.5,,16.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/9,2021,3,9,,10.7,,1.2,,6,,12,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/10,2021,3,10,,14.1,,3.2,,8.7,,9.3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/11,2021,3,11,,18.8,,6.8,,12.8,,5.2,,0,,,,,,2.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/12,2021,3,12,,12.4,,-3.3,,4.6,,13.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/13,2021,3,13,,6.1,,-5.1,,0.5,,17.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/14,2021,3,14,,3.8,,-4.7,,-0.5,,18.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/15,2021,3,15,,-0.6,,-7.8,,-4.2,,22.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/16,2021,3,16,,2.8,,-1.2,,0.8,,17.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/17,2021,3,17,,8.7,,2,,5.4,,12.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/18,2021,3,18,,8,,-1.1,,3.5,,14.5,,0,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/19,2021,3,19,,3.5,,-4.2,,-0.4,,18.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/20,2021,3,20,,13,,-0.3,,6.3,,11.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/21,2021,3,21,,15.6,,2.3,,8.9,,9.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/22,2021,3,22,,16.1,,3.5,,9.8,,8.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/23,2021,3,23,,15.1,,6.1,,10.6,,7.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/24,2021,3,24,,14.9,,7.9,,11.4,,6.6,,0,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/25,2021,3,25,,19.6,,8.5,,14.1,,3.9,,0,,,,,,1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/26,2021,3,26,,10.3,,4,,7.1,,10.9,,0,,,,,,28.4,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/27,2021,3,27,,7.5,,4.2,,5.8,,12.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/28,2021,3,28,,10.2,,2.8,,6.5,,11.5,,0,,,,,,9.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/29,2021,3,29,,7.3,,0.2,,3.7,,14.3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/30,2021,3,30,,18.4,,2.6,,10.5,,7.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/3/31,2021,3,31,,14.7,,1.1,,7.9,,10.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/1,2021,4,1,,3.1,,-1.7,,0.7,,17.3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/2,2021,4,2,,4.9,,-3.5,,0.7,,17.3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/3,2021,4,3,,8.9,,-1.9,,3.5,,14.5,,0,,,,,,0.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/4,2021,4,4,,12.3,,1.5,,6.9,,11.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/5,2021,4,5,,12.6,,7,,9.8,,8.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/6,2021,4,6,,12.9,,7.5,,10.2,,7.8,,0,,,,,,0.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/7,2021,4,7,,15.7,,8,,11.8,,6.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/8,2021,4,8,,19.4,,10.4,,14.9,,3.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/9,2021,4,9,,16.9,,12.5,,14.7,,3.3,,0,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/10,2021,4,10,,19.1,,11.3,,15.2,,2.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/11,2021,4,11,,16.5,,10.2,,13.3,,4.7,,0,,,,,,16.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/12,2021,4,12,,10.9,,6.7,,8.8,,9.2,,0,,,,,,7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/13,2021,4,13,,14.1,,7.1,,10.6,,7.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/14,2021,4,14,,15.4,,5.4,,10.4,,7.6,,0,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/15,2021,4,15,,8.8,,5.1,,7,,11,,0,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/16,2021,4,16,,10.8,,5.1,,8,,10,,0,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/17,2021,4,17,,12.1,,3.9,,8,,10,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/18,2021,4,18,,13.6,,4.2,,8.9,,9.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/19,2021,4,19,,16.3,,4.9,,10.6,,7.4,,0,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/20,2021,4,20,,6.6,,-0.4,,3.1,,14.9,,0,,,,,,1.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/21,2021,4,21,,4.3,,-1.4,,1.5,,16.5,,0,,,,,,4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/22,2021,4,22,,5.9,,-0.7,,2.6,,15.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/23,2021,4,23,,19,,0.8,,9.9,,8.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/24,2021,4,24,,16.8,,7.9,,12.3,,5.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/25,2021,4,25,,12.6,,1.7,,7.2,,10.8,,0,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/26,2021,4,26,,8.2,,0.2,,4.2,,13.8,,0,,,,,,1.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/27,2021,4,27,,11.4,,5.5,,8.5,,9.5,,0,,,,,,4.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/28,2021,4,28,,16.7,,8.3,,12.5,,5.5,,0,,,,,,7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/29,2021,4,29,,10.8,,8.1,,9.5,,8.5,,0,,,,,,9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/4/30,2021,4,30,,9.7,,4.8,,7.3,,10.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/1,2021,5,1,,12.7,,2,,7.4,,10.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/2,2021,5,2,,17,,9,,13,,5,,0,,,,,,0.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/3,2021,5,3,,13.3,,7.7,,10.5,,7.5,,0,,,,,,2.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/4,2021,5,4,,11.7,,7.2,,9.4,,8.6,,0,,,,,,1.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/5,2021,5,5,,13.1,,6.1,,9.6,,8.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/6,2021,5,6,,12.8,,4.6,,8.7,,9.3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/7,2021,5,7,,10.1,,5.1,,7.6,,10.4,,0,,,,,,0.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/8,2021,5,8,,14.5,,4.4,,9.4,,8.6,,0,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/9,2021,5,9,,12.3,,4.2,,8.2,,9.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/10,2021,5,10,,15.2,,3.7,,9.4,,8.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/11,2021,5,11,,12.6,,3.6,,8.1,,9.9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/12,2021,5,12,,18,,6.3,,12.2,,5.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/13,2021,5,13,,19.3,,8.9,,14.1,,3.9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/14,2021,5,14,,21.4,,8.5,,14.9,,3.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/15,2021,5,15,,22.2,,9.2,,15.7,,2.3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/16,2021,5,16,,22.7,,11.7,,17.2,,0.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/17,2021,5,17,,23.7,,11.1,,17.4,,0.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/18,2021,5,18,,26.6,,13.3,,19.9,,0,,1.9,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/19,2021,5,19,,28,,15.4,,21.7,,0,,3.7,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/20,2021,5,20,,30.2,,18,,24.1,,0,,6.1,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/21,2021,5,21,,30.7,,18.4,,24.5,,0,,6.5,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/22,2021,5,22,,28,,20.4,,24.2,,0,,6.2,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/23,2021,5,23,,25.3,,15.5,,20.4,,0,,2.4,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/24,2021,5,24,,20.9,,13,,16.9,,1.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/25,2021,5,25,,30.8,,15.1,,22.9,,0,,4.9,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/26,2021,5,26,,25.6,,11.7,,18.7,,0,,0.7,,,,,,2.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/27,2021,5,27,,18.2,,9.4,,13.8,,4.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/28,2021,5,28,,11.1,,3.1,,7.1,,10.9,,0,,,,,,13.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/29,2021,5,29,,15.5,,5.2,,10.3,,7.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/30,2021,5,30,,18.7,,8.4,,13.5,,4.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/5/31,2021,5,31,,21.6,,8.4,,15,,3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/6/1,2021,6,1,,24.8,,14.6,,19.7,,0,,1.7,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/6/2,2021,6,2,,25,,13.4,,19.2,,0,,1.2,,,,,,5.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/6/3,2021,6,3,,21.4,,14.8,,18.1,,0,,0.1,,,,,,3.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/6/4,2021,6,4,,25.3,,15,,20.1,,0,,2.1,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/6/5,2021,6,5,,32.4,,17.8,,25.1,,0,,7.1,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/6/6,2021,6,6,,30.5,,18.9,,24.7,,0,,6.7,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/6/7,2021,6,7,,29.6,,19.1,,24.4,,0,,6.4,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/6/8,2021,6,8,,26.3,,20,,23.2,,0,,5.2,,,,,,5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/6/9,2021,6,9,,28.8,,20.6,,24.7,,0,,6.7,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/6/10,2021,6,10,,23.7,,18.6,,21.2,,0,,3.2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/6/11,2021,6,11,,23.6,,17.7,,20.7,,0,,2.7,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/6/12,2021,6,12,,25.2,,17.4,,21.3,,0,,3.3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/6/13,2021,6,13,,26.9,,16.7,,21.8,,0,,3.8,,,,,,4.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/6/14,2021,6,14,,22.3,,16.1,,19.2,,0,,1.2,,,,,,2.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/6/15,2021,6,15,,22.9,,15.5,,19.2,,0,,1.2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/6/16,2021,6,16,,22.4,,12.3,,17.4,,0.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/6/17,2021,6,17,,24.1,,11.1,,17.6,,0.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/6/18,2021,6,18,,23.3,,16.9,,20.1,,0,,2.1,,,,,,8.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/6/19,2021,6,19,,30.8,,17,,23.9,,0,,5.9,,,,,,3.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/6/20,2021,6,20,,26.4,,15.7,,21.1,,0,,3.1,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/6/21,2021,6,21,,28.9,,12.7,,20.8,,0,,2.8,,,,,,5.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/6/22,2021,6,22,,19.8,,11.1,,15.5,,2.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/6/23,2021,6,23,,22.9,,10.6,,16.8,,1.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/6/24,2021,6,24,,27,,16.4,,21.7,,0,,3.7,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2021/6/25,2021,6,25,,24.4,,18.6,,21.5,,0,,3.5,,,,,,12.7,,,,,M,,M
